FILE_DATE,PHU_NAME,PHU_NUM,ACTIVE_CASES,RESOLVED_CASES,DEATHS
2020-08-23,MIDDLESEX-LONDON,2244,24,639,57
2020-08-23,NIAGARA REGION,2246,21,841,64
2020-08-23,NORTH BAY PARRY SOUND DISTRICT,2247,0,34,1
2020-08-23,NORTHWESTERN,2249,0,43,0
2020-08-23,OXFORD ELGIN-ST.THOMAS,4913,32,209,5
2020-08-23,PEEL REGION,2253,225,6424,318
2020-08-23,PETERBOROUGH COUNTY-CITY,2255,4,97,2
2020-08-23,PORCUPINE,2256,0,64,8
2020-08-23,RENFREW COUNTY AND DISTRICT,2257,1,29,1
2020-08-23,SIMCOE MUSKOKA DISTRICT,2260,14,641,35
2020-08-23,SUDBURY AND DISTRICT,2261,2,90,2
2020-08-23,THUNDER BAY DISTRICT,2262,0,101,1
2020-08-23,TIMISKAMING,2263,0,19,0
2020-08-23,TORONTO,3895,209,13157,1142
2020-08-23,WATERLOO REGION,2265,28,1290,120
2020-08-23,WELLINGTON-DUFFERIN-GUELPH,2266,15,503,36
2020-08-23,WINDSOR-ESSEX COUNTY,2268,71,2316,72
2020-08-23,YORK REGION,2270,59,3068,252
2020-08-24,ALGOMA DISTRICT,2226,0,27,0
2020-08-24,BRANT COUNTY,2227,9,156,6
2020-08-24,CHATHAM-KENT,2240,13,343,2
2020-08-24,CITY OF HAMILTON,2237,43,874,45
2020-08-24,CITY OF OTTAWA,2251,152,2421,266
2020-08-24,DURHAM REGION,2230,19,1667,181
2020-08-24,EASTERN ONTARIO,2258,6,168,12
2020-08-24,GREY BRUCE,2233,2,117,0
2020-08-24,HALDIMAND-NORFOLK,2234,6,419,37
2020-08-24,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,4,199,20
2020-08-24,HALTON REGION,2236,19,824,25
2020-08-24,HASTINGS & PRINCE EDWARD COUNTIES,2238,2,41,5
2020-08-24,HURON PERTH,5183,30,78,5
2020-08-24,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,109,0
2020-08-24,LAMBTON COUNTY,2242,7,305,25
2020-08-24,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4,303,52
2020-08-24,MIDDLESEX-LONDON,2244,24,641,57
2020-08-24,NIAGARA REGION,2246,20,843,64
2020-08-24,NORTH BAY PARRY SOUND DISTRICT,2247,0,34,1
2020-08-24,NORTHWESTERN,2249,0,43,0
2020-08-24,OXFORD ELGIN-ST.THOMAS,4913,25,216,5
2020-08-24,PEEL REGION,2253,233,6437,318
2020-08-24,PETERBOROUGH COUNTY-CITY,2255,4,97,2
2020-08-24,PORCUPINE,2256,0,64,8
2020-08-24,RENFREW COUNTY AND DISTRICT,2257,1,29,1
2020-08-24,SIMCOE MUSKOKA DISTRICT,2260,15,641,35
2020-08-24,SUDBURY AND DISTRICT,2261,2,90,2
2020-08-24,THUNDER BAY DISTRICT,2262,0,101,1
2020-08-24,TIMISKAMING,2263,0,19,0
2020-08-24,TORONTO,3895,226,13170,1142
2020-08-24,WATERLOO REGION,2265,30,1292,120
2020-08-24,WELLINGTON-DUFFERIN-GUELPH,2266,14,504,36
2020-08-24,WINDSOR-ESSEX COUNTY,2268,64,2325,73
2020-08-24,YORK REGION,2270,60,3076,252
2020-08-25,ALGOMA DISTRICT,2226,0,27,0
2020-08-25,BRANT COUNTY,2227,9,156,6
2020-08-25,CHATHAM-KENT,2240,11,346,2
2020-08-25,CITY OF HAMILTON,2237,45,876,45
2020-08-25,CITY OF OTTAWA,2251,163,2426,266
2020-08-25,DURHAM REGION,2230,19,1667,181
2020-08-25,EASTERN ONTARIO,2258,7,168,12
2020-08-25,GREY BRUCE,2233,2,117,0
2020-08-25,HALDIMAND-NORFOLK,2234,6,419,37
2020-08-25,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,3,200,20
2020-08-25,HALTON REGION,2236,14,829,25
2020-08-25,HASTINGS & PRINCE EDWARD COUNTIES,2238,2,41,5
2020-08-25,HURON PERTH,5183,31,81,5
2020-08-25,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,109,0
2020-08-25,LAMBTON COUNTY,2242,4,309,25
2020-08-25,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,5,303,52
2020-08-25,MIDDLESEX-LONDON,2244,22,643,57
2020-08-25,NIAGARA REGION,2246,20,844,64
2020-08-25,NORTH BAY PARRY SOUND DISTRICT,2247,0,34,1
2020-08-25,NORTHWESTERN,2249,1,43,0
2020-08-25,OXFORD ELGIN-ST.THOMAS,4913,24,217,5
2020-08-25,PEEL REGION,2253,243,6452,318
2020-08-25,PETERBOROUGH COUNTY-CITY,2255,4,97,2
2020-08-25,PORCUPINE,2256,0,64,8
2020-08-25,RENFREW COUNTY AND DISTRICT,2257,0,30,1
2020-08-25,SIMCOE MUSKOKA DISTRICT,2260,19,641,35
2020-08-25,SUDBURY AND DISTRICT,2261,1,91,2
2020-08-25,THUNDER BAY DISTRICT,2262,1,101,1
2020-08-25,TIMISKAMING,2263,0,19,0
2020-08-25,TORONTO,3895,234,13186,1144
2020-08-25,WATERLOO REGION,2265,25,1295,120
2020-08-25,WELLINGTON-DUFFERIN-GUELPH,2266,15,505,36
2020-08-25,WINDSOR-ESSEX COUNTY,2268,58,2333,73
2020-08-25,YORK REGION,2270,69,3079,252
2020-08-26,ALGOMA DISTRICT,2226,0,27,0
2020-08-26,BRANT COUNTY,2227,9,156,6
2020-08-26,CHATHAM-KENT,2240,10,347,2
2020-08-26,CITY OF HAMILTON,2237,35,885,45
2020-08-26,CITY OF OTTAWA,2251,166,2439,266
2020-08-26,DURHAM REGION,2230,18,1669,181
2020-08-26,EASTERN ONTARIO,2258,9,170,12
2020-08-26,GREY BRUCE,2233,1,118,0
2020-08-26,HALDIMAND-NORFOLK,2234,4,421,37
2020-08-26,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1,202,20
2020-08-26,HALTON REGION,2236,17,827,25
2020-08-26,HASTINGS & PRINCE EDWARD COUNTIES,2238,3,42,5
2020-08-26,HURON PERTH,5183,27,84,5
2020-08-26,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,109,0
2020-08-26,LAMBTON COUNTY,2242,4,309,25
2020-08-26,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,5,303,52
2020-08-26,MIDDLESEX-LONDON,2244,22,644,57
2020-08-26,NIAGARA REGION,2246,19,845,64
2020-08-26,NORTH BAY PARRY SOUND DISTRICT,2247,0,34,1
2020-08-26,NORTHWESTERN,2249,1,43,0
2020-08-26,OXFORD ELGIN-ST.THOMAS,4913,28,220,5
2020-08-26,PEEL REGION,2253,239,6476,320
2020-08-26,PETERBOROUGH COUNTY-CITY,2255,4,97,2
2020-08-26,PORCUPINE,2256,0,64,8
2020-08-26,RENFREW COUNTY AND DISTRICT,2257,0,30,1
2020-08-26,SIMCOE MUSKOKA DISTRICT,2260,17,643,35
2020-08-26,SUDBURY AND DISTRICT,2261,1,91,2
2020-08-26,THUNDER BAY DISTRICT,2262,1,101,1
2020-08-26,TIMISKAMING,2263,0,19,0
2020-08-26,TORONTO,3895,226,13217,1144
2020-08-26,WATERLOO REGION,2265,22,1300,120
2020-08-26,WELLINGTON-DUFFERIN-GUELPH,2266,14,507,36
2020-08-26,WINDSOR-ESSEX COUNTY,2268,55,2338,73
2020-08-26,YORK REGION,2270,69,3086,252
2020-08-27,ALGOMA DISTRICT,2226,0,27,0
2020-08-27,BRANT COUNTY,2227,7,158,6
2020-08-27,CHATHAM-KENT,2240,6,352,2
2020-08-27,CITY OF HAMILTON,2237,29,888,45
2020-08-27,CITY OF OTTAWA,2251,177,2450,266
2020-08-27,DURHAM REGION,2230,27,1670,181
2020-08-27,EASTERN ONTARIO,2258,8,171,12
2020-08-27,GREY BRUCE,2233,1,118,0
2020-08-27,HALDIMAND-NORFOLK,2234,4,421,37
2020-08-27,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,0,203,20
2020-08-27,HALTON REGION,2236,23,827,25
2020-08-27,HASTINGS & PRINCE EDWARD COUNTIES,2238,4,42,5
2020-08-27,HURON PERTH,5183,24,87,5
2020-08-27,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,109,0
2020-08-27,LAMBTON COUNTY,2242,4,309,25
2020-08-27,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,6,303,52
2020-08-27,MIDDLESEX-LONDON,2244,23,646,57
2020-08-27,NIAGARA REGION,2246,17,850,64
2020-08-27,NORTH BAY PARRY SOUND DISTRICT,2247,0,34,1
2020-08-27,NORTHWESTERN,2249,2,44,0
2020-08-27,OXFORD ELGIN-ST.THOMAS,4913,26,222,5
2020-08-27,PEEL REGION,2253,254,6479,321
2020-08-27,PETERBOROUGH COUNTY-CITY,2255,3,98,2
2020-08-27,PORCUPINE,2256,1,64,8
2020-08-27,RENFREW COUNTY AND DISTRICT,2257,0,30,1
2020-08-27,SIMCOE MUSKOKA DISTRICT,2260,21,643,35
2020-08-27,SUDBURY AND DISTRICT,2261,1,91,2
2020-08-27,THUNDER BAY DISTRICT,2262,1,101,1
2020-08-27,TIMISKAMING,2263,0,19,0
2020-08-27,TORONTO,3895,243,13236,1144
2020-08-27,WATERLOO REGION,2265,20,1304,120
2020-08-27,WELLINGTON-DUFFERIN-GUELPH,2266,15,509,36
2020-08-27,WINDSOR-ESSEX COUNTY,2268,57,2348,73
2020-08-27,YORK REGION,2270,63,3087,252
2020-08-28,ALGOMA DISTRICT,2226,0,27,0
2020-08-28,BRANT COUNTY,2227,6,159,6
2020-08-28,CHATHAM-KENT,2240,6,354,2
2020-08-28,CITY OF HAMILTON,2237,28,891,45
2020-08-28,CITY OF OTTAWA,2251,185,2459,266
2020-08-28,DURHAM REGION,2230,29,1672,181
2020-08-28,EASTERN ONTARIO,2258,9,171,12
2020-08-28,GREY BRUCE,2233,1,118,0
2020-08-28,HALDIMAND-NORFOLK,2234,3,422,37
2020-08-28,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1,203,20
2020-08-28,HALTON REGION,2236,22,831,25
2020-08-28,HASTINGS & PRINCE EDWARD COUNTIES,2238,4,42,5
2020-08-28,HURON PERTH,5183,20,91,5
2020-08-28,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,109,0
2020-08-28,LAMBTON COUNTY,2242,4,309,25
2020-08-28,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,7,303,52
2020-08-28,MIDDLESEX-LONDON,2244,16,653,57
2020-08-28,NIAGARA REGION,2246,17,851,64
2020-08-28,NORTH BAY PARRY SOUND DISTRICT,2247,0,34,1
2020-08-28,NORTHWESTERN,2249,2,44,0
2020-08-28,OXFORD ELGIN-ST.THOMAS,4913,22,226,5
2020-08-28,PEEL REGION,2253,264,6497,320
2020-08-28,PETERBOROUGH COUNTY-CITY,2255,3,98,2
2020-08-28,PORCUPINE,2256,1,64,8
2020-08-28,RENFREW COUNTY AND DISTRICT,2257,1,30,1
2020-08-28,SIMCOE MUSKOKA DISTRICT,2260,23,647,35
2020-08-28,SUDBURY AND DISTRICT,2261,1,91,2
2020-08-28,THUNDER BAY DISTRICT,2262,1,101,1
2020-08-28,TIMISKAMING,2263,0,19,0
2020-08-28,TORONTO,3895,253,13251,1151
2020-08-28,WATERLOO REGION,2265,20,1307,120
2020-08-28,WELLINGTON-DUFFERIN-GUELPH,2266,15,511,36
2020-08-28,WINDSOR-ESSEX COUNTY,2268,59,2350,73
2020-08-28,YORK REGION,2270,77,3088,252
2020-08-29,ALGOMA DISTRICT,2226,0,27,0
2020-08-29,BRANT COUNTY,2227,6,159,6
2020-08-29,CHATHAM-KENT,2240,4,356,2
2020-08-29,CITY OF HAMILTON,2237,25,896,45
2020-08-29,CITY OF OTTAWA,2251,191,2473,266
2020-08-29,DURHAM REGION,2230,34,1674,181
2020-08-29,EASTERN ONTARIO,2258,8,171,12
2020-08-29,GREY BRUCE,2233,0,118,0
2020-08-29,HALDIMAND-NORFOLK,2234,4,424,37
2020-08-29,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1,202,20
2020-08-29,HALTON REGION,2236,21,832,25
2020-08-29,HASTINGS & PRINCE EDWARD COUNTIES,2238,4,42,5
2020-08-29,HURON PERTH,5183,9,103,5
2020-08-29,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,109,0
2020-08-29,LAMBTON COUNTY,2242,2,311,25
2020-08-29,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,10,303,52
2020-08-29,MIDDLESEX-LONDON,2244,16,655,57
2020-08-29,NIAGARA REGION,2246,15,854,64
2020-08-29,NORTH BAY PARRY SOUND DISTRICT,2247,0,34,1
2020-08-29,NORTHWESTERN,2249,2,44,0
2020-08-29,OXFORD ELGIN-ST.THOMAS,4913,19,229,5
2020-08-29,PEEL REGION,2253,279,6514,320
2020-08-29,PETERBOROUGH COUNTY-CITY,2255,3,98,2
2020-08-29,PORCUPINE,2256,1,64,8
2020-08-29,RENFREW COUNTY AND DISTRICT,2257,1,30,1
2020-08-29,SIMCOE MUSKOKA DISTRICT,2260,27,647,35
2020-08-29,SUDBURY AND DISTRICT,2261,1,91,2
2020-08-29,THUNDER BAY DISTRICT,2262,0,102,1
2020-08-29,TIMISKAMING,2263,1,19,0
2020-08-29,TORONTO,3895,276,13269,1151
2020-08-29,WATERLOO REGION,2265,27,1307,120
2020-08-29,WELLINGTON-DUFFERIN-GUELPH,2266,12,515,36
2020-08-29,WINDSOR-ESSEX COUNTY,2268,64,2364,73
2020-08-29,YORK REGION,2270,82,3090,252
2020-08-30,ALGOMA DISTRICT,2226,0,27,0
2020-08-30,BRANT COUNTY,2227,5,160,6
2020-08-30,CHATHAM-KENT,2240,5,356,2
2020-08-30,CITY OF HAMILTON,2237,25,900,45
2020-08-30,CITY OF OTTAWA,2251,195,2485,266
2020-08-30,DURHAM REGION,2230,34,1677,181
2020-08-30,EASTERN ONTARIO,2258,8,172,12
2020-08-30,GREY BRUCE,2233,0,118,0
2020-08-30,HALDIMAND-NORFOLK,2234,3,425,37
2020-08-30,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,2,202,20
2020-08-30,HALTON REGION,2236,20,836,25
2020-08-30,HASTINGS & PRINCE EDWARD COUNTIES,2238,4,42,5
2020-08-30,HURON PERTH,5183,10,106,5
2020-08-30,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,109,0
2020-08-30,LAMBTON COUNTY,2242,2,311,25
2020-08-30,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,10,303,52
2020-08-30,MIDDLESEX-LONDON,2244,15,656,57
2020-08-30,NIAGARA REGION,2246,14,857,64
2020-08-30,NORTH BAY PARRY SOUND DISTRICT,2247,0,34,1
2020-08-30,NORTHWESTERN,2249,2,44,0
2020-08-30,OXFORD ELGIN-ST.THOMAS,4913,16,232,5
2020-08-30,PEEL REGION,2253,295,6525,320
2020-08-30,PETERBOROUGH COUNTY-CITY,2255,3,98,2
2020-08-30,PORCUPINE,2256,0,64,9
2020-08-30,RENFREW COUNTY AND DISTRICT,2257,1,31,1
2020-08-30,SIMCOE MUSKOKA DISTRICT,2260,24,651,35
2020-08-30,SUDBURY AND DISTRICT,2261,1,91,2
2020-08-30,THUNDER BAY DISTRICT,2262,0,102,1
2020-08-30,TIMISKAMING,2263,0,19,0
2020-08-30,TORONTO,3895,296,13284,1151
2020-08-30,WATERLOO REGION,2265,25,1310,120
2020-08-30,WELLINGTON-DUFFERIN-GUELPH,2266,13,515,36
2020-08-30,WINDSOR-ESSEX COUNTY,2268,65,2369,73
2020-08-30,YORK REGION,2270,85,3093,252
2020-08-31,ALGOMA DISTRICT,2226,1,27,0
2020-08-31,BRANT COUNTY,2227,5,161,6
2020-08-31,CHATHAM-KENT,2240,5,357,2
2020-08-31,CITY OF HAMILTON,2237,22,903,45
2020-08-31,CITY OF OTTAWA,2251,214,2487,266
2020-08-31,DURHAM REGION,2230,39,1677,181
2020-08-31,EASTERN ONTARIO,2258,11,172,12
2020-08-31,GREY BRUCE,2233,0,118,0
2020-08-31,HALDIMAND-NORFOLK,2234,6,425,37
2020-08-31,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,3,202,20
2020-08-31,HALTON REGION,2236,18,839,25
2020-08-31,HASTINGS & PRINCE EDWARD COUNTIES,2238,4,42,5
2020-08-31,HURON PERTH,5183,10,106,5
2020-08-31,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,109,0
2020-08-31,LAMBTON COUNTY,2242,2,311,25
2020-08-31,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,10,303,52
2020-08-31,MIDDLESEX-LONDON,2244,14,658,57
2020-08-31,NIAGARA REGION,2246,11,860,64
2020-08-31,NORTH BAY PARRY SOUND DISTRICT,2247,0,34,1
2020-08-31,NORTHWESTERN,2249,2,44,0
2020-08-31,OXFORD ELGIN-ST.THOMAS,4913,15,233,5
2020-08-31,PEEL REGION,2253,285,6551,320
2020-08-31,PETERBOROUGH COUNTY-CITY,2255,3,99,2
2020-08-31,PORCUPINE,2256,0,64,9
2020-08-31,RENFREW COUNTY AND DISTRICT,2257,2,30,1
2020-08-31,SIMCOE MUSKOKA DISTRICT,2260,24,652,35
2020-08-31,SUDBURY AND DISTRICT,2261,1,91,2
2020-08-31,THUNDER BAY DISTRICT,2262,0,102,1
2020-08-31,TIMISKAMING,2263,0,19,0
2020-08-31,TORONTO,3895,317,13303,1152
2020-08-31,WATERLOO REGION,2265,25,1310,120
2020-08-31,WELLINGTON-DUFFERIN-GUELPH,2266,13,515,36
2020-08-31,WINDSOR-ESSEX COUNTY,2268,68,2371,73
2020-08-31,YORK REGION,2270,88,3102,252
2020-09-01,ALGOMA DISTRICT,2226,1,27,0
2020-09-01,BRANT COUNTY,2227,5,162,6
2020-09-01,CHATHAM-KENT,2240,5,357,2
2020-09-01,CITY OF HAMILTON,2237,25,906,45
2020-09-01,CITY OF OTTAWA,2251,214,2494,267
2020-09-01,DURHAM REGION,2230,39,1678,181
2020-09-01,EASTERN ONTARIO,2258,10,172,12
2020-09-01,GREY BRUCE,2233,1,118,0
2020-09-01,HALDIMAND-NORFOLK,2234,6,426,37
2020-09-01,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,3,202,20
2020-09-01,HALTON REGION,2236,21,842,25
2020-09-01,HASTINGS & PRINCE EDWARD COUNTIES,2238,4,42,5
2020-09-01,HURON PERTH,5183,6,110,5
2020-09-01,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,109,0
2020-09-01,LAMBTON COUNTY,2242,3,311,25
2020-09-01,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,9,304,52
2020-09-01,MIDDLESEX-LONDON,2244,12,660,57
2020-09-01,NIAGARA REGION,2246,11,862,64
2020-09-01,NORTH BAY PARRY SOUND DISTRICT,2247,0,34,1
2020-09-01,NORTHWESTERN,2249,2,44,0
2020-09-01,OXFORD ELGIN-ST.THOMAS,4913,10,238,5
2020-09-01,PEEL REGION,2253,290,6574,320
2020-09-01,PETERBOROUGH COUNTY-CITY,2255,1,101,2
2020-09-01,PORCUPINE,2256,0,64,9
2020-09-01,RENFREW COUNTY AND DISTRICT,2257,2,30,1
2020-09-01,SIMCOE MUSKOKA DISTRICT,2260,26,655,35
2020-09-01,SUDBURY AND DISTRICT,2261,1,91,2
2020-09-01,THUNDER BAY DISTRICT,2262,0,102,1
2020-09-01,TIMISKAMING,2263,0,19,0
2020-09-01,TORONTO,3895,320,13326,1152
2020-09-01,WATERLOO REGION,2265,26,1311,120
2020-09-01,WELLINGTON-DUFFERIN-GUELPH,2266,14,516,36
2020-09-01,WINDSOR-ESSEX COUNTY,2268,77,2373,73
2020-09-01,YORK REGION,2270,93,3109,252
2020-09-02,ALGOMA DISTRICT,2226,1,27,0
2020-09-02,BRANT COUNTY,2227,6,162,6
2020-09-02,CHATHAM-KENT,2240,5,357,2
2020-09-02,CITY OF HAMILTON,2237,26,910,45
2020-09-02,CITY OF OTTAWA,2251,200,2520,267
2020-09-02,DURHAM REGION,2230,39,1684,181
2020-09-02,EASTERN ONTARIO,2258,5,176,12
2020-09-02,GREY BRUCE,2233,1,118,0
2020-09-02,HALDIMAND-NORFOLK,2234,5,427,37
2020-09-02,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,3,204,20
2020-09-02,HALTON REGION,2236,19,846,25
2020-09-02,HASTINGS & PRINCE EDWARD COUNTIES,2238,4,42,5
2020-09-02,HURON PERTH,5183,5,111,5
2020-09-02,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1,111,0
2020-09-02,LAMBTON COUNTY,2242,3,311,25
2020-09-02,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,8,304,52
2020-09-02,MIDDLESEX-LONDON,2244,7,666,57
2020-09-02,NIAGARA REGION,2246,10,863,64
2020-09-02,NORTH BAY PARRY SOUND DISTRICT,2247,0,34,1
2020-09-02,NORTHWESTERN,2249,2,44,0
2020-09-02,OXFORD ELGIN-ST.THOMAS,4913,8,240,5
2020-09-02,PEEL REGION,2253,302,6596,320
2020-09-02,PETERBOROUGH COUNTY-CITY,2255,1,101,2
2020-09-02,PORCUPINE,2256,0,64,9
2020-09-02,RENFREW COUNTY AND DISTRICT,2257,2,30,1
2020-09-20,WATERLOO REGION,2265,101,1371,120
2020-09-20,WELLINGTON-DUFFERIN-GUELPH,2266,44,537,36
2020-09-20,WINDSOR-ESSEX COUNTY,2268,71,2464,77
2020-09-20,YORK REGION,2270,283,3305,252
2020-09-21,ALGOMA DISTRICT,2226,2,29,0
2020-09-21,BRANT COUNTY,2227,7,172,6
2020-09-21,CHATHAM-KENT,2240,1,363,2
2020-09-21,CITY OF HAMILTON,2237,59,964,45
2020-09-21,CITY OF OTTAWA,2251,505,2894,276
2020-09-21,DURHAM REGION,2230,102,1774,181
2020-09-21,EASTERN ONTARIO,2258,22,199,12
2020-09-21,GREY BRUCE,2233,4,121,0
2020-09-21,HALDIMAND-NORFOLK,2234,5,434,37
2020-09-21,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,6,207,21
2020-09-21,HALTON REGION,2236,109,910,25
2020-09-21,HASTINGS & PRINCE EDWARD COUNTIES,2238,0,48,5
2020-09-21,HURON PERTH,5183,1,120,5
2020-09-21,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,113,0
2020-09-21,LAMBTON COUNTY,2242,1,318,25
2020-09-21,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,5,313,52
2020-09-21,MIDDLESEX-LONDON,2244,58,685,57
2020-09-21,NIAGARA REGION,2246,31,895,64
2020-09-21,NORTH BAY PARRY SOUND DISTRICT,2247,2,35,1
2020-09-21,NORTHWESTERN,2249,2,46,0
2020-09-21,OXFORD ELGIN-ST.THOMAS,4913,9,249,5
2020-09-21,PEEL REGION,2253,709,7292,319
2020-09-21,PETERBOROUGH COUNTY-CITY,2255,6,103,2
2020-09-21,PORCUPINE,2256,5,66,9
2020-09-21,RENFREW COUNTY AND DISTRICT,2257,8,36,1
2020-09-21,SIMCOE MUSKOKA DISTRICT,2260,68,721,36
2020-09-21,SUDBURY AND DISTRICT,2261,3,96,2
2020-09-21,THUNDER BAY DISTRICT,2262,0,103,1
2020-09-21,TIMISKAMING,2263,0,18,0
2020-09-21,TORONTO,3895,1054,14113,1155
2020-09-21,WATERLOO REGION,2265,109,1376,120
2020-09-21,WELLINGTON-DUFFERIN-GUELPH,2266,43,541,36
2020-09-21,WINDSOR-ESSEX COUNTY,2268,70,2472,77
2020-09-21,YORK REGION,2270,288,3320,252
2020-09-22,ALGOMA DISTRICT,2226,2,29,0
2020-09-22,BRANT COUNTY,2227,7,173,6
2020-09-22,CHATHAM-KENT,2240,1,363,2
2020-09-22,CITY OF HAMILTON,2237,68,967,45
2020-09-22,CITY OF OTTAWA,2251,564,2922,279
2020-09-22,DURHAM REGION,2230,108,1784,181
2020-09-22,EASTERN ONTARIO,2258,27,200,12
2020-09-22,GREY BRUCE,2233,4,121,0
2020-09-22,HALDIMAND-NORFOLK,2234,5,435,37
2020-09-22,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,7,207,21
2020-09-22,HALTON REGION,2236,113,918,25
2020-09-22,HASTINGS & PRINCE EDWARD COUNTIES,2238,0,48,5
2020-09-22,HURON PERTH,5183,1,120,5
2020-09-22,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,113,0
2020-09-22,LAMBTON COUNTY,2242,2,318,25
2020-09-22,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,5,314,52
2020-09-22,MIDDLESEX-LONDON,2244,70,685,57
2020-09-22,NIAGARA REGION,2246,33,896,64
2020-09-22,NORTH BAY PARRY SOUND DISTRICT,2247,2,35,1
2020-09-22,NORTHWESTERN,2249,3,46,0
2020-09-22,OXFORD ELGIN-ST.THOMAS,4913,9,249,5
2020-09-22,PEEL REGION,2253,747,7349,319
2020-09-22,PETERBOROUGH COUNTY-CITY,2255,6,103,2
2020-09-22,PORCUPINE,2256,5,67,9
2020-09-22,RENFREW COUNTY AND DISTRICT,2257,7,37,1
2020-09-22,SIMCOE MUSKOKA DISTRICT,2260,72,725,36
2020-09-22,SUDBURY AND DISTRICT,2261,3,97,2
2020-09-22,THUNDER BAY DISTRICT,2262,1,103,1
2020-09-22,TIMISKAMING,2263,0,18,0
2020-09-22,TORONTO,3895,1157,14163,1155
2020-09-22,WATERLOO REGION,2265,130,1382,120
2020-09-22,WELLINGTON-DUFFERIN-GUELPH,2266,45,546,36
2020-09-22,WINDSOR-ESSEX COUNTY,2268,62,2481,77
2020-09-22,YORK REGION,2270,307,3328,252
2020-09-23,ALGOMA DISTRICT,2226,2,29,0
2020-09-23,BRANT COUNTY,2227,8,173,6
2020-09-23,CHATHAM-KENT,2240,1,363,2
2020-09-23,CITY OF HAMILTON,2237,68,971,46
2020-09-23,CITY OF OTTAWA,2251,594,2956,280
2020-09-23,DURHAM REGION,2230,88,1798,181
2020-09-23,EASTERN ONTARIO,2258,30,200,12
2020-09-23,GREY BRUCE,2233,4,121,0
2020-09-23,HALDIMAND-NORFOLK,2234,4,436,37
2020-09-23,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,5,209,21
2020-09-23,HALTON REGION,2236,122,924,25
2020-09-23,HASTINGS & PRINCE EDWARD COUNTIES,2238,0,48,5
2020-09-23,HURON PERTH,5183,1,120,5
2020-09-23,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,114,0
2020-09-23,LAMBTON COUNTY,2242,1,318,25
2020-09-23,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,9,314,52
2020-09-23,MIDDLESEX-LONDON,2244,67,688,57
2020-09-23,NIAGARA REGION,2246,37,900,64
2020-09-23,NORTH BAY PARRY SOUND DISTRICT,2247,2,35,1
2020-09-23,NORTHWESTERN,2249,3,46,0
2020-09-23,OXFORD ELGIN-ST.THOMAS,4913,7,251,5
2020-09-23,PEEL REGION,2253,779,7395,320
2020-09-23,PETERBOROUGH COUNTY-CITY,2255,6,103,2
2020-09-23,PORCUPINE,2256,5,67,9
2020-09-23,RENFREW COUNTY AND DISTRICT,2257,7,37,1
2020-09-23,SIMCOE MUSKOKA DISTRICT,2260,71,735,36
2020-09-23,SUDBURY AND DISTRICT,2261,3,97,2
2020-09-23,THUNDER BAY DISTRICT,2262,1,103,1
2020-09-23,TIMISKAMING,2263,0,18,0
2020-09-23,TORONTO,3895,1178,14244,1155
2020-09-23,WATERLOO REGION,2265,129,1396,120
2020-09-23,WELLINGTON-DUFFERIN-GUELPH,2266,46,548,36
2020-09-23,WINDSOR-ESSEX COUNTY,2268,61,2486,77
2020-09-23,YORK REGION,2270,308,3357,252
